02118	295
02118	250
02118	350
02118	250
02118	300
02118	275
02118	300
02118	275
02118	215
02118	325
02118	325
02118	250
02118	350
02118	350
02118	350
02118	350
02118	150
02118	150
02118	250
02118	215
02118	250
02118	300
02118	245
02118	200
02118	200
02118	200
02118	225
02118	235
02118	275
02118	275
02118	215
02118	100
02119	190
02120	150
02120	150
02120	100
02120	125
02120	200
02120	200
02120	200
02120	150
02120	200
02120	150
02120	175
02120	150
02120	175
02120	100
02120	175
02120	150
02120	150
02120	150
02120	175
02120	200
02120	200
02120	150
02120	150
02120	175
02120	150
02120	150
02120	150
02120	150
02120	150
02120	175
02120	150
02120	175
02120	175
02120	200
02120	185
02120	150
02120	175
02120	150
02120	150
02120	175
02120	200
02120	175
02120	150
02120	125
02120	175
02120	150
02120	200
02120	125
02120	200
02120	125
02120	175
02120	250
02120	175
02120	150
02120	200
02120	100
02120	175
02120	175
02120	175
02120	175
02120	175
02120	175
02120	175
02120	125
02120	200
02120	200
02120	150
02120	150
02120	175
02120	175
02120	150
02120	175
02120	175
02120	175
02120	150
02120	265
02120	200
02120	200
02120	150
02120	125
02120	150
02120	125
02120	125
02120	200
02120	150
02130	150
02130	125
02130	150
02130	117
02134	180
02134	175
02134	175
02134	200
02134	125
02134	200
02134	125
02134	175
02134	250
02134	150
02134	195
02134	150
02134	150
02134	125
02134	160
02134	150
02134	160
02134	100
02134	150
02134	250
02134	150
02134	200
02134	100
02134	150
02134	155
02134	150
02134	100
02134	150
02134	150
02134	200
02134	160
02134	135
02134	250
02134	175
02134	175
02134	200
02134	175
02134	250
02134	125
02134	150
02134	150
02134	80
02134	150
02134	175
02134	150
02134	175
02134	125
02134	125
02134	125
02134	200
02134	165
02134	100
02134	190
02134	100
02134	150
02134	200
02134	150
02134	150
02134	150
02134	150
02134	250
02134	170
02134	170
02134	170
02134	150
02134	150
02134	100
02134	150
02134	150
02134	160
02134	100
02134	130
02134	125
02134	125
02134	125
02134	150
02134	175
02134	125
02134	100
02134	150
02134	200
02134	160
02134	100
02134	150
02134	160
02134	150
02134	119
02134	175
02134	175
02134	175
02134	100
02134	150
02134	150
02134	100
02134	150
02134	150
02134	100
02134	150
02134	150
02134	100
02134	150
02134	160
02134	160
02134	150
02134	150
02135	150
02135	150
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	250
02135	75
02135	75
02135	75
02135	75
02135	75
02135	75
02135	200
02135	75
02135	75
02135	200
02135	75
02135	85
02135	75
02135	175
02135	175
02135	150
02135	150
02135	160
02135	125
02135	195
02135	125
02135	195
02135	125
02135	125
02135	100
02135	125
02135	190
02135	200
02135	125
02135	195
02135	125
02135	195
02135	95
02135	95
02135	175
02135	160
02135	206
02135	177
02135	206
02135	125
02135	125
02135	195
02135	195
02135	95
02135	95
02135	175
02135	75
02135	175
02135	75
02135	200
02135	150
02135	225
02135	75
02135	75
02135	160
02135	225
02135	200
02135	150
02135	175
02135	200
02135	75
02135	75
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	200
02135	125
02135	195
02135	125
02135	195
02135	95
02135	95
02135	175
02135	175
02135	175
02135	320
02135	175
02135	150
02135	150
02135	160
02135	175
02135	175
02135	200
02135	75
02135	125
02135	195
02135	125
02135	195
02135	95
02135	95
02135	175
02135	175
02135	175
02135	175
02445	175
02445	175
02445	170
02445	175
02445	175
02445	177
02445	180
02445	175
02445	180
02445	165
02445	175
02445	150
02445	180
02445	200
02445	180
02445	175
02445	300
02445	180
02445	180
02445	180
02445	165
02445	175
02445	175
02445	150
02445	177
02445	150
02445	150
02445	175
02445	175
02445	180
02445	180
02445	140
02445	130
02445	150
02445	125
02446	205
02446	295
02446	175
02446	150
02446	180
02446	180
02446	175
02446	295
02446	176
02446	176
02446	176
02446	295
02446	200
02446	225
02446	225
02446	150
02446	150
02446	150
02446	175
02446	180
02446	175
02446	175
02446	100
02446	100
02446	180
02446	180
02446	295
02446	175
02446	295
02446	280
02446	200
02446	150
02446	200
02446	200
02446	200
02446	200
02446	195
02446	175
02446	180
02446	180
02446	180
02446	180
02446	295
02446	50
02446	295
02446	150
02446	190
02446	175
02446	180
02446	180
02446	180
02446	295
02446	165
02446	200
02446	150
02446	200
02446	169
02446	175
02446	200
02446	175
02446	180
02446	295
02446	180
02446	180
02446	150
02446	295
02446	160
02446	295
02446	150
02446	180
02446	185
02446	175
02446	175
02446	175
02446	175
02446	175
02446	200
02446	225
02446	180
02446	295
02446	180
02446	185
02446	150
02446	180
02446	250
02446	295
02446	150
02446	150
02446	175
02446	175
02446	175
02446	175
02446	180
02446	175
02446	180
02446	180
02446	165
02446	180
02447	100
02467	49
02467	200
02467	200
02467	45
02467	200
02467	200
02108	450
02108	450
02108	400
02108	400
02114	348
02114	350
02114	335
02114	325
02115	235
02115	300
02115	250
02115	100
02115	300
02115	250
02115	250
02115	200
02115	110
02115	295
02115	300
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	150
02115	375
02115	235
02115	247
02115	235
02115	247
02115	235
02115	275
02115	295
02115	295
02115	100
02115	100
02115	295
02115	250
02115	275
02115	250
02115	300
02115	300
02115	200
02115	400
02115	247
02115	375
02115	375
02115	375
02115	235
02115	200
02115	275
02115	250
02115	250
02115	175
02115	200
02115	250
02116	470
02116	300
02116	375
02116	400
02116	250
02116	375
02116	325
02116	325
02116	400
02116	375
02116	300
02215	325
02215	325
02215	245
02215	200
02215	195
02215	325
02215	150
02215	275
02215	245
02215	250
02215	295
02215	160
02215	225
02215	245
02215	350
02215	245
02215	245
02215	245
02215	245
02215	160
02215	275
02215	245
02215	245
02215	200
02215	300
02215	250
02215	215
02215	175
02215	250
02215	300
02215	300
02215	325
02215	325
02215	325
02215	160
02215	300
02215	250
02215	300
02215	300
02215	300
02215	300
02215	325
02215	325
02215	300
02215	300
02215	299
02215	160
02215	200
02215	240
02215	250
02215	125
02215	195
02215	160
02215	240
02215	160
02215	125
02215	125
02215	250
02215	125
02215	225
02129	185
02124	125
02131	300
02136	75
02109	350
02109	340
02109	350
02111	448
02111	300
02111	350
02111	299
02111	448
02111	448
02111	310
02111	325
02111	325
02111	340
02127	244
02127	470
02127	400
02127	300
02127	300
02127	250
02127	200
02127	470
02127	244
02127	400
02127	400
02127	244
02127	235
