Zip code, Price($)
2118.0,3542.8416666666667
2119.0,2368.6363636363635
2120.0,2588.9811320754716
2130.0,2624.25
2134.0,2397.6916666666666
2135.0,2157.8333333333335
2445.0,2630.0416666666665
2446.0,2792.633333333333
2467.0,2537.9545454545455
2108.0,3299.051724137931
2114.0,3535.7916666666665
2115.0,3041.4583333333335
2116.0,4307.1596638655465
2215.0,3259.8166666666666
2128.0,2596.1008403361343
2129.0,3467.885714285714
2150.0,2415.135802469136
2151.0,2473.3253012048194
2152.0,1620.0
2124.0,2105.5625
2126.0,1868.1818181818182
2131.0,2169.8979591836733
2132.0,2093.5833333333335
2136.0,1797.0
2109.0,3416.225
2110.0,4301.4915254237285
2111.0,4024.125
2113.0,2883.125
2121.0,1896.4285714285713
2122.0,2278.191489361702
2125.0,2548.5
2127.0,3215.6916666666666
2210.0,4556.633333333333
2458.0,2264.21875
2460.0,1969.655172413793
2465.0,2095.217391304348
2466.0,2188.404255319149
2472.0,2260.6
2155.0,2288.733333333333
2149.0,2090.2
2145.0,2394.766666666667
2144.0,2428.25
2143.0,2641.9583333333335
2138.0,2827.55
2139.0,2867.75
2141.0,3203.75
